4.65,-1.57
2.78,0.87
1.94,1.90
1.64,2.16
1.61,2.08
1.72,1.92
1.88,1.83
2.08,1.87
2.28,2.05
2.47,2.36
2.66,2.76
2.84,3.22
3.01,3.69
3.19,4.14
3.37,4.54
3.57,4.87
3.80,5.11
4.07,5.25
4.37,5.30
4.69,5.25
5.03,5.13
5.34,4.94
5.60,4.72
5.77,4.50
5.83,4.34
5.75,4.29
5.51,4.45
5.10,4.89
4.49,5.68
3.60,6.80
2.34,8.09
